Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.03	-0.97	0.17	0.98	-80.05	-9.63	-8.09	
1	0.06	-0.97	0.16	0.98	-80.67	-15.27	-14.95	
2	0.07	-0.98	0.16	0.99	-81.24	-22.14	-23.25	
3	0.08	-0.97	0.13	0.98	-81.70	-30.84	-33.35	
4	0.09	-1.03	0.15	1.04	-81.88	-39.54	-43.43	
5	0.13	-0.97	0.12	0.99	-81.59	-45.56	-50.54	
6	0.10	-0.97	0.16	0.99	-81.34	-48.20	-54.26	
7	0.11	-0.99	0.15	1.01	-81.08	-48.18	-54.79	
8	0.11	-0.97	0.15	0.99	-80.89	-46.76	-53.58	
9	0.17	-0.95	0.17	0.98	-80.55	-44.50	-51.21	
10	0.13	-0.96	0.18	0.99	-80.51	-41.34	-47.89	
11	0.14	-0.89	0.16	0.91	-80.68	-36.64	-42.90	
12	0.08	-0.97	0.19	0.99	-81.32	-29.05	-34.99	
13	0.01	-1.00	0.10	1.01	-82.54	-16.39	-21.36	
14	-0.24	-1.21	-0.00	1.23	-84.55	7.03	3.61	
15	-0.10	-0.75	0.09	0.76	-83.67	22.08	20.62	
16	-0.04	-1.02	0.08	1.02	-83.89	37.33	38.27	
17	-0.14	-0.96	0.14	0.98	-83.64	57.21	60.77	
18	-0.10	-1.02	0.28	1.06	-82.41	65.14	71.03	
19	-0.07	-1.01	0.21	1.04	-81.36	69.60	76.94	
20	-0.17	-0.97	0.13	0.99	-79.96	73.70	81.46	
21	-0.23	-0.98	0.13	1.01	-78.86	76.68	84.33	
22	-0.27	-0.92	0.19	0.97	-77.82	75.55	83.11	
23	-0.19	-0.91	0.17	0.95	-77.36	72.93	80.89	
24	-0.13	-0.98	0.19	1.01	-77.68	69.51	77.38	
25	-0.20	-0.93	0.11	0.95	-78.25	67.29	73.78	
26	-0.25	-0.89	0.08	0.93	-79.06	65.51	70.00	
27	-0.13	-0.80	-0.05	0.81	-81.29	66.61	68.91	
28	0.03	-1.42	-0.07	1.42	-85.23	78.01	77.78	
29	-0.03	-0.75	0.15	0.77	-92.75	80.70	96.56	
30	0.03	-1.24	0.23	1.26	-90.79	13.42	160.98	
