Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.06	-1.04	0.25	1.07	-76.00	-13.21	-10.34	
1	0.04	-0.72	0.15	0.73	-76.90	-15.18	-11.77	
2	0.07	-1.05	0.24	1.08	-78.12	-17.97	-14.52	
3	0.07	-0.96	0.19	0.98	-79.02	-21.27	-17.63	
4	0.10	-0.97	0.21	1.00	-79.70	-26.35	-22.70	
5	0.12	-0.99	0.19	1.01	-80.15	-33.43	-29.79	
6	0.16	-0.96	0.17	0.99	-80.24	-41.57	-38.00	
7	0.17	-0.99	0.16	1.02	-80.11	-49.44	-46.09	
8	0.21	-1.00	0.18	1.04	-79.64	-55.02	-51.92	
9	0.20	-0.92	0.15	0.95	-79.12	-60.02	-57.42	
10	0.19	-1.01	0.17	1.04	-78.82	-62.85	-60.76	
11	0.21	-0.92	0.15	0.95	-78.31	-64.84	-63.07	
12	0.24	-0.94	0.16	0.98	-77.92	-68.17	-66.69	
13	0.22	-0.96	0.18	1.00	-77.70	-69.88	-68.68	
14	0.25	-0.93	0.16	0.97	-77.42	-71.38	-70.20	
15	0.22	-0.93	0.17	0.97	-77.24	-72.15	-71.11	
16	0.21	-0.95	0.19	0.99	-77.37	-71.90	-70.83	
17	0.23	-0.93	0.18	0.98	-77.73	-71.14	-69.72	
18	0.22	-0.92	0.20	0.97	-78.31	-68.88	-67.27	
19	0.23	-0.94	0.21	0.99	-78.93	-65.64	-63.70	
20	0.15	-0.96	0.23	1.00	-79.79	-59.36	-57.14	
21	0.09	-1.05	0.22	1.08	-80.86	-52.39	-49.30	
22	0.06	-0.97	0.16	0.99	-81.81	-44.46	-39.82	
23	0.16	-0.96	0.07	0.98	-82.55	-41.63	-35.31	
24	0.08	-0.97	0.10	0.98	-83.04	-37.82	-30.91	
25	0.02	-0.99	0.12	1.00	-83.69	-33.51	-26.49	
26	0.01	-1.01	0.12	1.02	-84.24	-28.51	-21.91	
27	-0.05	-1.00	0.11	1.01	-84.97	-19.21	-12.91	
28	-0.15	-0.98	0.11	1.00	-85.50	-1.94	4.30	
29	-0.06	-0.99	0.13	0.99	-85.51	14.78	21.30	
30	-0.08	-1.00	0.17	1.02	-85.27	30.35	36.94	
31	-0.19	-0.97	0.13	1.00	-84.41	46.37	53.13	
32	-0.14	-0.96	0.19	0.98	-83.33	53.51	60.98	
33	-0.12	-0.92	0.17	0.95	-82.69	59.19	67.45	
34	-0.06	-0.96	0.17	0.98	-82.59	63.82	72.72	
35	-0.07	-0.97	0.15	0.99	-82.69	68.60	77.81	
36	-0.11	-0.95	0.18	0.98	-82.78	70.49	79.35	
37	-0.05	-0.97	0.22	1.00	-83.20	67.06	75.25	
38	-0.08	-0.95	0.23	0.98	-83.60	60.55	67.73	
39	-0.01	-1.01	0.23	1.04	-84.07	49.70	55.61	
40	-0.12	-0.95	0.23	0.98	-83.72	36.76	40.95	
41	-0.12	-1.00	0.27	1.04	-82.63	25.02	27.66	
42	-0.11	-1.00	0.18	1.02	-81.72	19.43	21.58	
43	-0.06	-0.90	0.15	0.91	-81.48	16.57	18.91	
44	-0.01	-1.03	0.11	1.04	-82.63	12.13	14.44	
45	0.06	-0.96	0.12	0.97	-84.77	-13.68	-11.60	
46	0.14	-0.96	0.07	0.97	-85.01	-42.36	-40.29	
47	0.23	-0.93	0.10	0.97	-83.93	-63.97	-62.36	
48	0.23	-1.04	0.05	1.07	-82.43	-78.31	-77.69	
49	0.11	-0.97	0.10	0.99	-81.41	-83.48	-83.90	
50	0.18	-0.99	0.12	1.01	-80.59	-86.64	-87.47	
51	0.18	-0.94	0.11	0.96	-79.87	-89.17	-89.94	
52	0.27	-0.92	0.11	0.97	-101.02	-88.43	-91.99	
53	0.26	-0.92	0.10	0.96	-101.74	-85.88	-94.50	
54	0.28	-0.95	0.10	1.00	-102.31	-83.40	-97.12	
55	0.22	-0.96	0.11	0.99	-102.25	-81.88	-98.71	
56	0.24	-0.98	0.16	1.02	-101.70	-82.96	-97.25	
57	0.23	-0.90	0.14	0.94	-100.84	-86.51	-93.10	
58	0.14	-1.00	0.22	1.04	-80.57	-84.13	-83.40	
