Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.05	-0.94	0.30	0.98	-72.17	-8.68	-6.33	
1	0.03	-0.92	0.31	0.98	-72.78	-9.15	-6.81	
2	0.04	-0.94	0.29	0.98	-73.52	-9.80	-7.55	
3	0.04	-0.95	0.29	1.00	-74.24	-10.50	-8.43	
4	0.03	-0.93	0.27	0.97	-74.91	-11.26	-9.42	
5	0.06	-0.95	0.27	0.99	-75.56	-12.50	-10.88	
6	0.06	-0.93	0.27	0.97	-75.94	-14.01	-12.65	
7	0.09	-0.97	0.24	1.00	-76.35	-16.58	-15.62	
8	0.13	-0.91	0.26	0.96	-76.33	-20.74	-20.75	
9	0.16	-0.94	0.25	0.98	-76.47	-25.85	-27.37	
10	0.07	-1.01	0.30	1.05	-76.53	-29.55	-32.81	
11	0.05	-0.93	0.33	0.99	-76.08	-30.96	-35.11	
12	0.19	-0.88	0.32	0.95	-75.62	-33.08	-36.80	
13	0.24	-0.88	0.27	0.96	-75.53	-35.82	-39.09	
14	0.22	-0.91	0.27	0.97	-75.69	-37.27	-40.66	
15	0.19	-0.89	0.26	0.94	-76.04	-36.99	-40.70	
16	0.09	-0.97	0.34	1.03	-76.51	-33.60	-37.54	
17	0.06	-0.95	0.30	1.00	-77.05	-29.33	-32.48	
18	0.14	-0.95	0.33	1.01	-76.95	-25.43	-27.19	
19	0.21	-0.92	0.23	0.97	-77.38	-24.80	-25.25	
20	0.12	-0.93	0.27	0.98	-77.89	-23.63	-23.74	
21	0.04	-0.95	0.24	0.98	-78.83	-22.45	-22.48	
22	0.00	-1.00	0.18	1.02	-79.93	-20.04	-19.51	
23	0.00	-0.96	0.27	1.00	-80.02	-14.84	-13.54	
24	-0.05	-0.96	0.21	0.98	-80.50	-8.04	-6.08	
25	-0.07	-0.97	0.25	1.00	-81.14	-0.11	2.17	
26	-0.09	-0.98	0.31	1.03	-81.03	7.75	10.22	
27	-0.09	-0.95	0.33	1.01	-80.17	13.05	15.20	
28	-0.17	-0.90	0.27	0.95	-79.63	18.22	19.74	
29	-0.19	-0.90	0.24	0.95	-79.74	23.53	24.73	
30	-0.16	-0.87	0.23	0.91	-80.18	27.52	28.96	
31	-0.14	-0.98	0.27	1.03	-80.97	29.50	31.53	
32	-0.05	-0.93	0.24	0.96	-81.84	29.32	32.10	
33	-0.02	-0.98	0.28	1.02	-82.83	27.12	30.22	
34	0.02	-0.94	0.25	0.97	-83.26	20.22	22.75	
35	-0.01	-1.01	0.10	1.02	-84.65	12.95	14.08	
36	0.02	-1.04	0.05	1.04	-86.88	1.64	1.09	
37	0.07	-1.07	0.15	1.09	-94.85	-89.25	-98.52	
38	0.01	-0.95	0.17	0.97	-84.61	-85.88	-94.77	
39	0.18	-0.94	0.08	0.96	-96.14	-89.50	-99.34	
40	0.23	-0.91	0.12	0.95	-96.94	-87.27	-101.64	
41	0.19	-0.96	0.13	0.99	-97.20	-87.59	-101.41	
42	0.14	-0.87	0.16	0.90	-83.43	-87.76	-96.41	
43	0.04	-1.15	0.11	1.15	-85.24	-85.17	-92.83	
44	-0.14	-1.08	0.08	1.09	-87.06	-60.96	-66.69	
45	0.07	-0.95	0.09	0.96	-87.64	-43.57	-47.60	
46	-0.02	-0.96	0.06	0.96	-88.40	-17.68	-20.42	
47	-0.13	-1.07	0.07	1.08	-88.23	29.90	28.22	
48	-0.10	-1.01	0.13	1.03	-87.01	40.91	39.67	
49	-0.10	-0.95	0.09	0.96	-86.30	49.04	47.75	
50	-0.15	-0.93	0.12	0.95	-85.72	61.75	60.06	
51	-0.17	-0.94	0.12	0.96	-85.15	70.31	68.17	
52	-0.18	-0.94	0.11	0.97	-84.83	77.45	74.96	
53	-0.16	-0.93	0.16	0.96	-84.80	81.33	78.60	
54	-0.14	-0.97	0.18	0.99	-84.99	79.64	76.75	
55	-0.10	-0.99	0.20	1.01	-85.56	72.39	69.22	
56	-0.08	-1.08	0.17	1.10	-86.29	60.61	56.78	
57	0.04	-0.95	0.16	0.97	-86.89	37.90	33.20	
58	-0.08	-1.09	0.11	1.09	-87.33	19.54	13.26	
59	-0.07	-0.99	0.04	0.99	-88.03	5.26	-2.10	
60	0.10	-0.92	0.05	0.93	-88.10	-32.19	-40.05	
61	0.12	-1.02	0.04	1.02	-87.39	-69.95	-78.89	
62	0.10	-0.98	0.09	0.99	-85.94	-75.11	-85.58	
63	0.09	-0.97	0.12	0.98	-84.45	-74.14	-86.16	
64	0.15	-0.99	0.14	1.01	-83.10	-74.99	-88.14	
65	0.11	-0.97	0.15	0.98	-82.19	-74.53	-88.21	
66	0.14	-0.96	0.13	0.98	-81.53	-75.68	-89.17	
67	0.21	-0.96	0.13	0.99	-80.92	-77.99	-91.06	
68	0.23	-0.94	0.13	0.98	-80.37	-80.66	-93.59	
69	0.20	-0.96	0.15	0.99	-80.04	-82.59	-95.70	
70	0.20	-0.95	0.16	0.98	-79.87	-82.78	-96.15	
71	0.18	-0.91	0.20	0.95	-80.08	-81.35	-94.65	
72	0.18	-0.94	0.20	0.98	-80.63	-78.71	-91.54	
73	0.14	-0.97	0.19	1.00	-81.43	-72.25	-84.25	
74	0.05	-1.08	0.18	1.10	-82.75	-62.92	-73.54	
75	0.00	-1.06	0.13	1.06	-83.24	-45.91	-54.30	
76	0.07	-0.88	0.05	0.88	-83.40	-38.88	-44.94	
77	0.02	-0.98	0.10	0.98	-84.06	-34.43	-38.53	
78	-0.00	-1.06	0.11	1.07	-84.36	-27.72	-30.72	
79	-0.03	-0.98	0.18	0.99	-83.95	-17.04	-19.99	
80	-0.06	-0.91	0.17	0.93	-83.65	-8.05	-11.48	
81	-0.11	-0.94	0.19	0.96	-83.72	0.72	-3.51	
82	-0.18	-0.96	0.22	1.00	-83.46	8.54	3.88	
83	-0.10	-0.98	0.16	0.99	-83.38	12.11	7.76	
84	-0.04	-0.96	0.21	0.99	-83.47	12.21	8.35	
85	0.03	-1.05	0.16	1.06	-84.11	10.86	6.85	
86	-0.11	-0.96	0.23	1.00	-84.37	13.53	9.03	
87	-0.12	-0.95	0.25	0.99	-84.20	16.10	11.15	
88	-0.11	-0.93	0.25	0.97	-84.14	17.78	12.32	
89	-0.13	-0.87	0.20	0.90	-84.00	17.17	11.07	
90	0.09	-0.99	0.22	1.02	-83.85	4.59	-2.22	
91	0.01	-1.04	0.01	1.04	-85.15	-8.41	-16.55	
92	0.12	-0.85	0.14	0.87	-85.58	-21.27	-30.98	
93	0.14	-1.06	0.16	1.08	-85.40	-37.91	-50.35	
94	0.10	-1.11	0.21	1.13	-84.53	-44.35	-60.08	
95	0.03	-0.94	0.36	1.01	-83.04	-37.51	-55.95	
96	0.05	-0.99	0.12	1.00	-82.88	-33.84	-53.27	
97	0.18	-0.78	0.11	0.80	-82.88	-34.35	-52.57	
98	0.11	-0.90	0.18	0.92	-82.35	-27.84	-43.79	
99	0.07	-0.98	0.25	1.01	-80.54	-19.35	-31.73	
100	0.24	-1.08	0.39	1.17	-76.83	-15.39	-26.26	
101	-0.21	-0.74	0.12	0.77	-75.35	-10.34	-21.56	
102	0.06	-0.72	0.33	0.79	-75.66	-8.39	-19.77	
103	-0.10	-0.70	0.26	0.75	-75.99	-6.07	-17.41	
104	0.05	-0.73	0.39	0.82	-74.90	-5.62	-16.31	
105	-0.15	-0.53	0.26	0.61	-74.22	-3.98	-14.45	
106	-0.06	-0.61	0.40	0.74	-76.47	-2.91	-12.98	
107	-0.18	-0.58	0.23	0.65	-81.63	-0.15	-9.77	
108	0.07	-0.72	0.29	0.78	-85.40	-1.01	-8.65	
109	0.16	-0.92	-0.07	0.94	-88.06	-30.24	-36.83	
110	0.15	-0.82	-0.43	0.94	-93.05	-26.71	-160.40	
111	-0.11	-0.62	-0.53	0.82	-100.02	-2.52	172.71	
112	-0.19	-0.54	-0.54	0.78	-110.59	2.18	166.57	
113	-1.10	-3.25	-2.16	4.06	-123.39	8.39	163.81	
114	0.92	-0.97	0.08	1.34	-138.19	4.87	164.96	
115	-0.61	-1.67	-1.18	2.13	-148.90	8.51	167.48	
116	0.04	-1.14	0.03	1.14	-169.93	8.08	169.38	
117	-0.16	0.02	-0.80	0.81	-170.92	7.09	167.76	
118	0.04	-0.40	-1.16	1.23	-175.98	0.10	165.94	
119	-0.47	0.04	-1.31	1.39	-166.01	4.44	169.58	
120	-0.18	-0.24	-0.91	0.96	-165.92	9.28	171.68	
121	0.11	0.07	-0.66	0.68	-159.02	11.80	169.91	
122	-0.04	0.03	-0.59	0.59	-152.07	12.77	166.43	
123	-0.46	-0.31	-0.95	1.10	-151.36	17.19	164.42	
124	-0.66	0.32	-1.02	1.26	-148.74	26.71	160.99	
125	-0.23	-0.33	-3.16	3.18	-162.66	21.21	164.93	
126	-0.22	-0.04	0.12	0.25	177.01	15.57	168.20	
127	-0.37	0.00	-1.39	1.44	171.97	17.28	168.81	
128	-0.43	-0.04	-1.45	1.51	171.66	18.23	168.98	
129	-0.39	0.11	-0.69	0.80	171.73	21.51	168.52	
130	-0.34	0.01	-0.78	0.86	172.18	21.43	168.58	
131	-0.34	0.01	-1.00	1.05	172.72	19.30	168.67	
