Time	Ax	Ay	Az	Asum	gx	gy	gz
0	-0.02	-0.98	0.16	1.00	-80.57	6.27	5.32	
1	-0.02	-0.98	0.12	0.99	-81.16	6.72	5.78	
2	-0.01	-0.98	0.15	0.99	-81.53	6.98	6.06	
3	-0.02	-0.98	0.14	1.00	-81.94	7.42	6.50	
4	-0.02	-0.99	0.14	1.00	-82.42	7.82	6.89	
5	-0.01	-0.98	0.14	0.99	-82.83	8.13	7.15	
6	-0.02	-0.98	0.14	0.99	-83.24	8.38	7.33	
7	-0.03	-1.06	0.18	1.08	-83.71	8.49	7.07	
8	0.05	-0.89	0.11	0.90	-83.99	5.37	2.74	
9	-0.04	-0.98	0.06	0.98	-85.70	13.70	10.50	
10	-0.11	-1.01	0.08	1.02	-87.31	33.94	30.35	
11	-0.13	-0.86	0.35	0.94	-86.22	42.12	39.31	
12	-0.04	-0.95	0.07	0.96	-92.56	87.37	89.00	
13	-0.06	-1.02	0.02	1.02	-93.14	52.96	122.99	
14	-0.09	-1.00	0.10	1.01	-93.78	46.73	129.27	
15	-0.02	-1.05	-0.02	1.05	-95.07	37.11	139.53	
16	0.04	-0.96	-0.03	0.96	-96.06	30.82	146.58	
17	0.01	-1.00	0.01	1.00	-96.43	27.33	150.00	
18	0.02	-1.01	-0.01	1.01	-96.99	20.54	155.55	
19	0.00	-1.01	-0.07	1.01	-98.07	13.65	160.80	
20	-0.02	-1.05	-0.12	1.06	-99.14	10.94	161.86	
21	-0.10	-1.02	-0.08	1.03	-99.44	13.94	158.11	
22	-0.07	-1.01	-0.10	1.02	-99.74	15.86	156.09	
23	-0.05	-0.98	-0.07	0.98	-100.07	17.54	154.72	
24	-0.03	-1.01	-0.08	1.02	-100.25	19.65	153.15	
25	-0.09	-1.01	-0.10	1.02	-100.02	24.59	148.53	
26	-0.17	-0.98	-0.00	1.00	-99.24	34.84	138.86	
27	-0.10	-1.02	-0.08	1.03	-99.30	40.28	134.66	
28	-0.18	-0.96	-0.03	0.98	-99.99	44.91	131.02	
29	-0.11	-1.01	-0.08	1.02	-101.35	44.52	132.97	
30	-0.14	-0.96	-0.08	0.97	-102.91	44.95	134.30	
31	-0.14	-0.99	-0.01	1.00	-104.35	43.76	136.74	
32	-0.20	-1.00	-0.02	1.02	-105.57	42.96	138.22	
33	-0.24	-1.02	-0.04	1.05	-106.77	42.28	139.00	
34	-0.24	-0.97	-0.04	1.00	-107.46	43.66	138.06	
35	-0.26	-0.91	-0.06	0.95	-108.11	45.43	137.11	
36	-0.25	-0.94	-0.07	0.97	-108.73	46.28	137.08	
37	-0.25	-0.97	-0.09	1.00	-109.26	46.22	137.91	
38	-0.23	-0.94	-0.07	0.97	-109.48	45.70	138.95	
39	-0.22	-0.97	-0.10	1.00	-109.40	44.63	140.15	
40	-0.11	-0.96	-0.02	0.97	-108.45	43.46	141.12	
41	-0.20	-0.99	-0.01	1.01	-107.26	42.85	140.61	
42	-0.24	-1.20	-0.06	1.23	-105.65	43.30	138.83	
43	-0.23	-0.96	-0.17	1.00	-105.21	42.92	138.36	
44	-0.07	-1.10	-0.06	1.10	-102.90	44.53	135.98	
45	-0.13	-0.94	-0.27	0.98	-102.50	39.49	138.92	
46	-0.21	-0.82	-0.13	0.86	-102.38	37.16	139.57	
47	-0.09	-1.01	-0.22	1.04	-102.85	31.34	144.28	
48	-0.10	-1.11	-0.22	1.14	-103.50	25.19	149.63	
49	-0.04	-0.98	-0.15	0.99	-102.87	21.38	153.85	
50	-0.01	-0.94	-0.04	0.95	-101.52	19.12	156.84	
51	0.03	-1.02	-0.07	1.02	-100.97	15.24	161.62	
52	0.01	-0.92	-0.08	0.93	-101.41	10.70	166.87	
53	0.01	-0.96	-0.03	0.96	-101.43	8.36	169.65	
