Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.06	-0.92	0.36	0.99	-68.37	-8.72	-5.93	
1	0.05	-0.87	0.39	0.96	-67.22	-9.07	-6.17	
2	0.06	-0.87	0.41	0.96	-66.78	-10.45	-7.44	
3	0.08	-0.86	0.48	0.98	-65.36	-10.64	-7.26	
4	0.14	-0.81	0.66	1.05	-59.98	-11.06	-6.67	
5	0.04	-1.09	-0.22	1.11	-81.04	-13.25	-10.81	
6	0.03	-0.96	0.25	0.99	-81.64	-16.42	-13.76	
7	0.04	-0.95	0.25	0.98	-83.15	-20.83	-18.12	
8	0.03	-0.96	0.25	0.99	-84.78	-18.99	-15.26	
9	0.03	-0.96	0.23	0.99	-86.69	-21.04	-16.90	
10	0.02	-0.95	0.25	0.98	-87.13	-19.42	-15.33	
11	0.01	-0.92	0.28	0.97	-87.17	-19.36	-15.24	
12	0.03	-0.98	0.22	1.01	-87.37	-25.79	-21.82	
13	0.02	-0.96	0.24	0.98	-87.57	-29.69	-25.78	
14	0.04	-0.95	0.24	0.98	-87.79	-33.48	-29.51	
15	0.04	-0.96	0.25	0.99	-88.28	-34.20	-29.97	
16	0.03	-0.97	0.20	0.99	-89.02	-24.13	-19.29	
17	0.01	-0.95	0.25	0.98	-89.61	31.48	37.05	
18	0.01	-0.95	0.22	0.98	-89.16	86.32	92.81	
19	0.01	-0.95	0.22	0.97	-91.27	83.61	104.02	
20	0.02	-0.96	0.19	0.98	-91.66	78.19	110.50	
21	0.04	-0.97	0.19	0.99	-92.07	75.81	113.98	
22	-0.00	-0.98	0.18	0.99	-92.91	79.86	111.12	
23	-0.06	-1.00	0.17	1.01	-94.10	77.97	114.43	
24	-0.10	-0.98	0.13	0.99	-95.49	70.78	123.17	
25	-0.13	-0.98	0.18	1.00	-96.85	64.77	130.87	
26	-0.10	-0.94	0.14	0.96	-98.02	55.58	141.12	
27	-0.11	-1.01	0.09	1.02	-99.19	48.02	149.25	
28	-0.10	-0.98	0.05	0.98	-100.17	44.01	153.70	
29	-0.14	-0.97	0.06	0.99	-100.74	43.40	154.58	
30	-0.10	-0.97	0.01	0.98	-101.43	41.34	157.22	
31	-0.09	-1.00	0.07	1.00	-101.46	40.63	158.59	
32	-0.04	-1.01	-0.01	1.01	-101.67	37.13	162.71	
33	-0.08	-1.01	-0.01	1.02	-101.99	34.52	165.82	
34	-0.11	-0.99	-0.02	1.00	-102.46	31.77	168.56	
35	-0.07	-0.98	0.01	0.98	-102.87	27.30	172.32	
36	-0.04	-1.04	-0.01	1.04	-103.41	21.11	176.94	
37	-0.08	-0.98	-0.13	0.99	-104.47	14.82	-178.92	
38	0.24	-1.05	-0.14	1.08	-105.63	4.58	-171.56	
39	0.16	-1.05	-0.26	1.09	-106.93	-6.73	-166.82	
40	-0.12	-0.91	-0.09	0.92	-106.67	-13.19	-166.46	
41	0.19	-0.99	-0.15	1.02	-107.20	-16.05	-167.42	
42	0.23	-0.99	-0.13	1.02	-107.59	-22.14	-165.74	
43	0.23	-1.02	-0.13	1.05	-107.92	-28.23	-164.28	
44	0.19	-0.97	-0.06	0.99	-107.44	-35.08	-162.14	
45	0.19	-0.95	-0.09	0.97	-107.32	-40.23	-161.73	
46	-0.02	-0.94	-0.01	0.94	-105.93	-43.46	-163.27	
47	-0.14	-1.09	-0.06	1.11	-104.66	-42.42	-166.61	
48	0.12	-0.96	-0.17	0.99	-104.57	-39.98	-169.81	
49	-0.04	-1.00	-0.02	1.00	-104.08	-41.44	-169.39	
50	-0.03	-1.03	-0.08	1.03	-103.97	-39.38	-172.08	
51	0.06	-1.03	-0.08	1.04	-103.81	-38.69	-174.62	
52	-0.05	-1.01	-0.09	1.01	-103.45	-36.95	-178.88	
53	-0.11	-1.03	-0.10	1.04	-102.62	-36.00	177.42	
54	-0.06	-1.01	-0.10	1.01	-102.08	-35.83	174.67	
55	-0.12	-0.94	-0.09	0.95	-101.53	-36.01	171.93	
56	-0.06	-0.95	-0.09	0.95	-101.67	-34.83	167.77	
57	-0.14	-1.00	-0.19	1.03	-102.48	-30.85	160.62	
58	-0.12	-0.97	-0.19	0.99	-103.27	-28.81	151.99	
59	-0.14	-0.94	-0.22	0.97	-103.73	-29.01	148.12	
60	-0.26	-0.92	-0.23	0.98	-104.38	-29.04	143.37	
61	0.03	-1.05	-0.35	1.11	-106.33	-33.12	142.11	
62	0.29	-1.35	-0.30	1.41	-107.61	-41.00	142.21	
63	0.00	-0.83	-0.04	0.83	-106.94	-48.89	144.29	
64	0.10	-1.12	-0.17	1.14	-107.01	-51.55	143.48	
65	0.35	-0.98	-0.15	1.05	-108.37	-57.35	144.98	
66	0.16	-0.87	-0.11	0.89	-108.85	-64.29	147.48	
67	0.16	-0.98	-0.12	1.00	-108.91	-68.57	147.69	
68	0.18	-0.92	-0.10	0.94	-108.66	-72.42	148.15	
69	0.25	-0.96	-0.11	1.00	-108.52	-75.75	148.15	
70	0.22	-0.96	-0.11	0.99	-108.20	-79.48	148.06	
71	0.18	-0.92	-0.12	0.95	-107.39	-83.02	147.77	
72	0.18	-1.06	-0.10	1.09	-106.25	-85.66	146.66	
73	0.18	-1.01	-0.15	1.04	-105.33	-89.05	146.38	
74	0.17	-1.00	-0.16	1.03	-75.31	-87.11	146.50	
75	0.11	-0.96	-0.15	0.98	-76.03	-81.78	148.16	
76	0.14	-0.95	-0.13	0.97	-76.69	-77.20	149.14	
77	0.09	-1.00	-0.16	1.01	-77.71	-74.86	147.69	
78	0.03	-0.93	-0.14	0.94	-78.96	-72.29	146.60	
79	0.01	-0.90	-0.19	0.92	-80.34	-71.51	143.79	
80	-0.41	-1.35	-0.24	1.43	-83.46	-79.79	133.79	
81	0.34	-0.71	0.24	0.83	-81.30	-67.43	144.78	
82	-0.15	-1.17	0.13	1.18	-82.43	-69.97	140.71	
83	0.05	-0.98	-0.05	0.98	-83.22	-75.28	135.21	
84	0.01	-1.07	0.13	1.08	-83.71	-66.20	142.55	
85	-0.14	-0.99	0.02	1.00	-84.75	-53.55	153.40	
86	-0.08	-0.94	0.05	0.95	-84.87	-36.51	169.00	
87	-0.03	-0.96	0.03	0.96	-84.43	-24.66	178.80	
88	-0.11	-1.00	0.02	1.00	-83.86	-15.28	-173.96	
89	-0.16	-1.01	0.00	1.02	-83.06	-7.23	-167.36	
90	-0.11	-0.99	0.04	1.00	-82.00	-4.60	-165.95	
91	-0.07	-0.96	-0.01	0.96	-81.47	-5.78	-167.88	
92	-0.01	-0.99	-0.09	0.99	-82.08	-11.60	-174.53	
93	0.04	-1.14	-0.09	1.15	-83.06	-18.39	178.11	
94	0.03	-0.93	-0.12	0.93	-84.90	-22.03	173.83	
95	0.06	-0.81	0.13	0.82	-83.71	-19.28	176.11	
96	0.16	-1.15	-0.08	1.17	-85.14	-40.15	152.78	
97	0.06	-0.93	0.03	0.93	-85.95	-55.98	134.61	
98	0.09	-1.04	0.05	1.04	-85.17	-69.49	119.00	
99	0.05	-1.01	0.06	1.02	-84.58	-75.19	111.79	
100	0.16	-0.94	0.04	0.96	-83.70	-79.79	106.24	
101	0.11	-0.96	0.09	0.97	-83.22	-75.16	110.18	
102	0.14	-0.97	0.02	0.98	-83.21	-71.52	113.79	
103	0.21	-0.95	-0.06	0.98	-83.41	-68.74	117.28	
104	0.21	-0.97	-0.10	1.00	-83.90	-67.75	118.61	
105	0.19	-0.94	-0.12	0.97	-84.53	-65.83	120.43	
106	0.12	-0.95	-0.20	0.98	-85.71	-66.11	119.69	
107	-0.11	-1.69	-0.29	1.71	-87.03	-86.51	99.34	
108	-0.02	-0.64	0.12	0.65	-92.68	-74.85	79.73	
109	-0.28	-1.15	0.13	1.19	-87.68	-27.98	156.16	
110	0.00	-1.09	-0.08	1.09	-89.71	-45.58	141.07	
111	-0.09	-0.99	-0.03	0.99	-88.83	64.37	-108.60	
112	-0.09	-1.00	0.01	1.00	-87.79	58.18	-114.78	
113	-0.14	-0.95	-0.07	0.97	-87.29	58.82	-113.94	
114	-0.08	-0.97	-0.08	0.97	-87.08	61.25	-111.71	
115	-0.11	-0.95	-0.06	0.96	-86.85	54.43	-119.28	
116	-0.16	-1.02	-0.12	1.04	-86.72	52.17	-121.65	
117	-0.08	-1.00	-0.13	1.01	-86.94	50.76	-122.96	
118	-0.12	-0.92	-0.08	0.93	-86.92	44.63	-129.59	
119	-0.09	-0.96	-0.08	0.97	-87.18	33.81	-141.04	
120	-0.03	-0.94	-0.10	0.95	-87.73	16.36	-159.34	
121	0.35	-1.10	-0.34	1.21	-87.82	-61.39	121.54	
122	-0.22	-0.73	0.01	0.76	-91.15	-20.13	21.67	
123	-0.02	-1.15	0.22	1.18	-87.97	-12.43	169.93	
124	0.13	-1.03	-0.03	1.04	-88.20	-4.83	177.65	
125	0.06	-0.90	0.05	0.90	-86.50	-1.66	-178.73	
126	0.11	-0.93	0.15	0.95	-83.91	-8.72	174.56	
127	0.12	-0.88	0.07	0.89	-82.23	-6.34	178.12	
128	0.14	-1.01	0.13	1.03	-80.57	-6.69	178.47	
129	0.09	-0.97	0.15	0.99	-79.05	-5.30	-179.42	
130	0.14	-0.90	0.18	0.93	-76.38	-3.70	-175.84	
131	0.27	-0.62	-0.34	0.75	-77.23	-1.96	-172.79	
132	-0.02	-0.53	-0.43	0.68	-81.77	-0.89	-173.60	
133	-0.34	-1.50	-0.25	1.56	-85.34	0.25	-172.02	
134	-0.03	-0.70	0.46	0.84	-81.81	3.95	-173.36	
135	-0.40	-1.37	0.21	1.44	-82.28	18.89	-156.17	
136	0.14	-0.87	0.32	0.93	-79.90	21.84	-150.58	
