Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.03	-1.00	0.05	1.00	-86.91	-33.40	-31.74	
1	0.04	-1.01	0.05	1.01	-87.17	-40.21	-39.21	
2	0.03	-0.98	0.07	0.99	-87.31	-49.38	-49.32	
3	0.05	-1.00	0.03	1.00	-87.23	-62.92	-64.16	
4	0.00	-1.00	0.05	1.00	-87.05	-67.98	-70.55	
5	0.01	-1.01	0.06	1.01	-86.76	-68.68	-72.31	
6	0.02	-1.01	0.06	1.01	-86.43	-68.52	-72.92	
7	0.04	-0.97	0.04	0.97	-86.11	-68.86	-73.77	
8	0.06	-0.98	0.09	0.99	-85.76	-66.07	-71.31	
9	0.06	-0.98	0.12	0.99	-85.48	-65.91	-71.52	
10	0.07	-0.96	0.12	0.97	-85.43	-70.26	-76.26	
11	0.09	-0.98	0.09	0.98	-85.36	-77.78	-84.21	
12	0.07	-0.99	0.09	0.99	-85.32	-82.70	-89.63	
13	0.07	-1.04	0.05	1.05	-85.27	-87.82	-95.06	
14	0.11	-0.97	0.08	0.98	-84.93	-89.19	-96.70	
15	0.11	-0.97	0.09	0.98	-84.61	-88.11	-96.05	
16	0.10	-1.01	0.07	1.02	-84.26	-87.96	-96.42	
17	0.10	-0.97	0.09	0.98	-84.01	-86.36	-95.20	
18	0.10	-0.99	0.11	1.00	-83.81	-84.82	-93.85	
19	0.11	-1.00	0.10	1.01	-83.67	-85.15	-94.10	
20	0.14	-0.98	0.11	1.00	-83.45	-85.05	-93.87	
21	0.11	-0.98	0.09	0.99	-83.40	-85.90	-94.55	
22	0.12	-0.96	0.10	0.97	-83.33	-86.32	-94.87	
23	0.11	-0.98	0.09	0.99	-83.35	-87.82	-96.22	
24	0.10	-1.00	0.10	1.01	-83.44	-89.58	-97.82	
25	0.09	-0.97	0.10	0.98	-96.46	-88.63	-99.28	
26	0.12	-0.98	0.09	0.99	-96.46	-85.98	-101.44	
27	0.12	-0.98	0.09	0.99	-96.48	-83.31	-103.56	
28	0.13	-0.98	0.10	1.00	-96.51	-80.31	-106.04	
29	0.11	-0.97	0.10	0.99	-96.47	-77.09	-108.82	
30	0.12	-0.96	0.10	0.97	-96.41	-73.73	-111.71	
31	0.14	-0.99	0.11	1.00	-96.42	-70.50	-114.44	
32	0.12	-0.98	0.08	0.99	-96.35	-66.75	-117.73	
33	0.10	-0.97	0.10	0.98	-96.14	-63.04	-121.05	
34	0.11	-0.99	0.09	1.00	-95.93	-59.71	-123.78	
35	0.10	-0.97	0.11	0.98	-95.53	-57.61	-125.14	
36	0.10	-0.99	0.14	1.00	-94.80	-57.41	-124.39	
37	0.08	-1.08	0.08	1.09	-94.22	-54.59	-126.18	
38	0.12	-1.05	0.01	1.05	-94.21	-51.00	-128.98	
39	0.09	-0.95	0.03	0.96	-94.20	-47.96	-131.67	
