Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.15	-0.96	-0.12	0.97	-101.29	-51.49	-119.08	
1	0.16	-0.94	-0.10	0.96	-101.97	-48.03	-123.56	
2	0.09	-0.97	-0.09	0.98	-102.37	-43.40	-129.22	
3	0.05	-1.01	-0.13	1.02	-102.72	-37.50	-135.64	
4	0.01	-1.11	-0.20	1.13	-103.11	-30.26	-142.63	
5	0.06	-0.96	-0.10	0.97	-102.87	-26.94	-145.53	
6	0.14	-0.96	-0.20	0.99	-103.26	-25.02	-146.93	
7	0.04	-0.94	-0.15	0.96	-103.52	-21.77	-149.68	
8	0.00	-1.04	-0.21	1.06	-103.73	-17.32	-153.11	
9	0.02	-1.02	-0.23	1.05	-104.12	-13.58	-155.95	
10	-0.04	-0.99	-0.23	1.02	-104.31	-9.19	-159.85	
11	-0.04	-1.01	-0.28	1.05	-104.89	-4.60	-163.27	
12	-0.05	-0.95	-0.24	0.98	-105.29	-0.43	-166.30	
13	-0.09	-0.92	-0.22	0.95	-105.65	3.80	-169.52	
14	-0.07	-1.06	-0.21	1.08	-105.83	6.07	-171.12	
15	-0.10	-1.04	-0.22	1.07	-105.69	8.76	-173.73	
16	-0.19	-0.96	-0.18	1.00	-105.72	13.33	-178.27	
17	-0.21	-0.92	-0.17	0.96	-105.93	17.68	177.89	
18	-0.16	-0.93	-0.18	0.96	-106.45	20.65	175.72	
19	-0.17	-1.00	-0.21	1.04	-107.26	22.16	175.28	
20	-0.15	-1.03	-0.19	1.05	-107.88	22.86	175.65	
21	-0.12	-0.99	-0.14	1.01	-108.07	23.73	175.60	
22	-0.12	-0.96	-0.12	0.97	-108.08	24.24	175.51	
23	-0.12	-0.97	-0.04	0.98	-107.53	24.48	174.88	
24	-0.10	-0.96	-0.06	0.96	-106.33	23.09	175.16	
25	-0.16	-1.17	-0.19	1.20	-105.33	20.58	175.98	
26	0.05	-1.19	-0.32	1.23	-104.93	15.79	179.01	
27	-0.08	-0.79	-0.07	0.80	-104.21	16.01	178.79	
28	0.04	-0.78	-0.22	0.81	-104.16	9.55	-176.62	
29	0.09	-1.13	-0.27	1.17	-104.36	2.79	-172.05	
30	0.09	-1.05	-0.22	1.07	-104.10	-2.03	-168.70	
31	0.14	-0.93	-0.15	0.95	-103.60	-8.71	-163.49	
32	0.10	-0.99	-0.17	1.01	-103.62	-13.92	-159.79	
33	0.12	-1.01	-0.16	1.03	-103.94	-18.86	-156.47	
34	0.17	-0.91	-0.14	0.94	-104.36	-23.65	-152.94	
35	0.21	-0.94	-0.11	0.97	-105.12	-27.21	-151.02	
36	0.15	-1.00	-0.15	1.03	-105.86	-28.77	-151.41	
37	0.08	-1.01	-0.10	1.02	-106.15	-29.39	-152.79	
38	0.07	-0.95	-0.04	0.96	-106.12	-29.26	-154.35	
39	0.10	-0.98	-0.01	0.99	-105.85	-28.11	-156.32	
40	0.06	-1.11	-0.04	1.11	-104.96	-26.12	-158.35	
41	-0.01	-1.07	0.00	1.07	-102.89	-24.20	-159.60	
42	0.15	-1.11	-0.26	1.15	-102.91	-22.13	-161.33	
43	0.17	-0.91	-0.21	0.95	-103.90	-23.58	-160.52	
44	0.04	-0.85	-0.12	0.86	-103.03	-21.33	-162.92	
45	0.11	-1.03	-0.27	1.07	-103.63	-17.41	-166.93	
46	-0.08	-0.99	-0.25	1.02	-104.04	-14.32	-170.95	
47	-0.14	-1.04	-0.19	1.06	-103.64	-11.10	-175.84	
48	-0.07	-0.99	-0.17	1.01	-103.37	-9.71	-178.05	
49	0.06	-0.98	-0.10	0.98	-102.98	-9.69	-178.22	
50	-0.05	-1.05	-0.14	1.06	-102.77	-9.24	179.98	
51	-0.11	-0.99	-0.17	1.01	-102.66	-8.18	176.78	
52	-0.11	-0.92	-0.18	0.95	-102.85	-7.17	174.19	
53	-0.11	-1.01	-0.24	1.04	-103.54	-5.80	171.25	
54	-0.06	-1.05	-0.19	1.06	-104.24	-5.43	168.98	
55	0.00	-0.96	-0.12	0.97	-104.34	-7.36	168.53	
56	-0.13	-0.98	-0.17	1.00	-104.57	-7.97	166.32	
57	-0.14	-0.96	-0.16	0.99	-104.75	-8.10	163.92	
58	-0.06	-0.98	-0.11	0.99	-104.36	-10.78	163.68	
59	-0.03	-1.04	-0.10	1.05	-103.62	-15.07	164.41	
60	-0.02	-0.93	-0.17	0.94	-103.31	-19.89	165.29	
61	-0.03	-1.04	-0.27	1.07	-103.57	-22.36	163.24	
