Time	Ax	Ay	Az	Asum	gx	gy	gz
0	-0.03	-0.99	-0.22	1.01	-102.41	7.42	170.78	
1	-0.03	-0.99	-0.22	1.02	-104.04	5.76	172.30	
2	-0.01	-0.96	-0.22	0.99	-105.01	3.91	173.79	
3	-0.01	-0.99	-0.23	1.01	-106.74	2.10	174.61	
4	0.00	-1.02	-0.18	1.04	-107.01	3.86	174.97	
5	0.15	-0.95	0.30	1.01	-102.12	2.65	175.82	
6	-0.03	-1.01	-0.11	1.02	-102.94	2.09	176.25	
7	0.00	-1.02	-0.09	1.02	-103.08	-0.33	178.26	
8	0.01	-0.97	-0.09	0.97	-103.30	-3.67	-179.25	
9	0.06	-1.00	-0.13	1.01	-104.39	-7.50	-175.86	
10	0.07	-0.99	-0.12	1.00	-105.10	-13.69	-172.77	
11	0.02	-1.03	-0.11	1.03	-104.93	-14.94	-173.06	
12	0.01	-1.02	-0.11	1.03	-104.80	-16.03	-173.34	
13	0.04	-1.00	-0.07	1.00	-104.47	-17.30	-173.01	
14	0.05	-1.01	-0.09	1.01	-104.40	-17.96	-172.63	
15	0.06	-1.02	-0.08	1.03	-104.38	-18.17	-172.40	
16	0.11	-0.96	-0.07	0.97	-104.46	-18.86	-171.56	
17	0.16	-1.00	-0.07	1.01	-104.61	-20.19	-170.12	
18	0.09	-0.99	-0.08	1.00	-104.82	-21.56	-169.04	
19	0.06	-0.91	-0.03	0.92	-104.90	-21.73	-169.30	
20	0.02	-1.06	0.03	1.06	-105.02	-17.43	-172.59	
21	-0.02	-1.05	-0.01	1.05	-104.70	-12.56	-175.80	
22	-0.04	-1.15	-0.13	1.15	-104.81	-7.20	-179.01	
23	0.05	-0.97	-0.13	0.98	-105.30	-4.45	179.81	
24	0.03	-0.85	-0.07	0.86	-105.54	-1.32	178.14	
25	-0.05	-1.04	-0.19	1.06	-106.14	5.39	174.13	
26	-0.01	-1.05	-0.19	1.07	-106.78	8.97	172.20	
27	-0.09	-0.94	-0.16	0.96	-107.24	13.45	168.76	
28	-0.13	-0.94	-0.19	0.97	-108.02	17.74	165.68	
29	-0.17	-0.98	-0.13	1.00	-108.49	21.26	163.60	
30	-0.16	-1.04	-0.09	1.06	-108.36	24.66	161.57	
31	-0.11	-1.04	-0.08	1.05	-107.91	27.40	160.08	
32	-0.13	-0.99	-0.06	1.00	-107.70	30.22	158.66	
33	-0.19	-0.95	-0.11	0.98	-107.86	33.39	156.87	
34	-0.23	-0.98	-0.10	1.01	-108.20	36.24	155.55	
35	-0.20	-0.99	-0.13	1.02	-108.42	38.04	155.40	
36	-0.17	-1.03	-0.12	1.05	-108.55	38.72	156.16	
37	-0.17	-1.00	-0.06	1.02	-108.41	40.21	155.77	
38	-0.16	-0.96	-0.03	0.98	-108.51	40.73	155.74	
39	-0.15	-1.00	-0.00	1.01	-108.10	41.43	155.39	
40	-0.10	-0.96	0.05	0.97	-108.15	40.00	156.46	
41	-0.14	-0.97	0.05	0.99	-107.99	37.17	158.00	
