Time	Ax	Ay	Az	Asum	gx	gy	gz
0	0.08	-0.97	-0.26	1.00	-105.85	-17.93	-156.41	
1	0.08	-0.98	-0.24	1.01	-106.48	-17.29	-158.17	
2	0.08	-0.97	-0.27	1.01	-107.73	-17.72	-159.05	
3	0.11	-0.97	-0.26	1.01	-108.64	-16.95	-159.69	
4	0.13	-0.98	-0.06	0.99	-101.58	-24.84	-149.03	
5	0.06	-0.99	-0.08	0.99	-101.42	-23.57	-150.32	
6	0.03	-1.00	-0.06	1.00	-101.04	-21.37	-151.97	
7	0.06	-1.00	-0.06	1.00	-101.26	-16.01	-154.82	
8	0.11	-0.98	-0.14	1.00	-103.31	-12.29	-156.09	
9	0.12	-0.98	-0.16	1.00	-106.80	-13.42	-157.42	
10	0.11	-0.99	-0.15	1.00	-107.72	-15.74	-156.77	
11	0.09	-1.00	-0.13	1.02	-108.36	-18.55	-155.86	
12	0.07	-1.03	-0.09	1.04	-108.76	-20.63	-155.29	
13	0.08	-1.02	-0.13	1.03	-109.31	-21.58	-154.98	
14	0.10	-1.01	-0.14	1.02	-110.01	-22.21	-154.54	
15	0.14	-1.00	-0.16	1.02	-110.55	-23.19	-153.53	
16	0.13	-1.01	-0.12	1.02	-110.51	-23.92	-152.61	
17	0.14	-0.97	-0.12	0.99	-110.61	-23.42	-152.60	
18	0.16	-0.95	-0.12	0.97	-110.43	-21.68	-153.58	
19	0.20	-1.00	-0.15	1.03	-110.17	-19.07	-155.21	
20	0.18	-0.99	-0.17	1.02	-109.92	-16.40	-157.27	
21	0.19	-0.97	-0.16	1.00	-109.57	-13.63	-159.83	
22	0.17	-1.02	-0.18	1.05	-109.38	-11.36	-162.33	
23	0.16	-1.06	-0.24	1.09	-109.35	-9.96	-164.54	
24	-0.00	-0.96	-0.18	0.97	-109.51	-9.47	-166.55	
25	-0.01	-0.89	-0.11	0.89	-109.39	-9.88	-168.40	
26	-0.00	-1.01	-0.14	1.02	-109.35	-9.81	-170.20	
27	-0.03	-1.03	-0.18	1.05	-109.38	-8.26	-172.53	
28	-0.01	-0.97	-0.19	0.98	-109.62	-6.47	-174.49	
29	-0.06	-0.95	-0.18	0.96	-109.83	-4.13	-176.84	
30	-0.10	-0.95	-0.19	0.98	-110.13	0.02	179.84	
31	-0.08	-1.01	-0.21	1.04	-110.92	4.68	176.79	
32	-0.14	-1.02	-0.14	1.04	-111.60	9.70	173.48	
33	-0.08	-1.02	-0.11	1.03	-111.79	13.90	171.18	
34	-0.00	-1.06	-0.18	1.07	-112.15	16.68	170.29	
35	-0.05	-0.98	-0.17	1.00	-112.55	18.72	169.16	
36	-0.12	-0.96	-0.13	0.98	-112.41	20.49	167.48	
37	-0.16	-1.00	-0.13	1.02	-112.54	20.61	166.77	
38	-0.15	-0.97	-0.15	1.00	-112.58	20.35	166.42	
39	-0.15	-0.98	-0.19	1.01	-112.63	19.21	167.23	
40	-0.18	-1.00	-0.22	1.04	-112.76	18.04	168.18	
41	-0.24	-0.97	-0.23	1.02	-112.85	17.80	168.78	
42	-0.21	-0.96	-0.23	1.01	-113.00	18.15	169.66	
43	-0.12	-0.98	-0.24	1.01	-112.90	18.88	170.71	
44	-0.13	-0.97	-0.22	1.00	-112.62	19.99	171.63	
45	-0.13	-0.96	-0.22	0.99	-112.55	20.15	173.33	
46	-0.13	-0.97	-0.23	1.00	-112.20	20.12	175.13	
47	-0.08	-0.99	-0.25	1.03	-112.09	19.32	177.58	
48	-0.07	-1.00	-0.28	1.04	-112.02	18.55	179.84	
49	-0.02	-1.03	-0.22	1.05	-111.63	18.62	-178.46	
50	0.30	-1.14	-0.16	1.19	-111.16	18.93	-177.96	
51	-0.06	-0.83	-0.01	0.83	-110.27	23.13	178.92	
52	-0.09	-0.91	-0.01	0.91	-110.34	25.46	176.36	
53	0.00	-1.10	-0.08	1.11	-110.39	25.49	175.15	
54	-0.03	-1.12	-0.05	1.12	-110.69	25.23	174.66	
55	-0.09	-1.01	0.02	1.01	-110.43	24.81	174.56	
56	0.07	-1.04	-0.01	1.04	-110.28	23.27	175.85	
57	0.05	-0.97	-0.00	0.97	-110.01	20.21	178.42	
58	-0.03	-0.97	-0.03	0.97	-109.86	17.12	-179.43	
59	0.01	-1.01	-0.01	1.01	-109.85	14.88	-177.51	
60	0.06	-1.05	-0.05	1.05	-109.64	12.97	-175.55	
61	0.09	-1.01	-0.02	1.01	-109.52	11.03	-173.79	
62	0.09	-0.92	-0.00	0.93	-109.28	10.36	-173.16	
63	0.11	-0.97	-0.05	0.97	-109.25	10.49	-173.43	
64	0.15	-1.00	-0.08	1.01	-109.41	10.71	-174.51	
65	0.14	-0.99	-0.05	1.00	-109.46	10.58	-176.19	
66	0.10	-0.99	-0.09	1.00	-109.67	9.78	-177.50	
67	-0.20	-1.35	-0.34	1.41	-110.60	9.93	-179.06	
68	-0.01	-0.73	-0.20	0.76	-113.10	4.99	-176.61	
69	-0.18	-0.67	0.09	0.70	-113.36	1.63	-176.73	
70	-0.22	-1.10	-0.18	1.14	-113.25	4.92	179.97	
71	0.04	-1.41	-0.15	1.42	-112.93	5.78	-179.47	
72	-0.01	-0.80	-0.00	0.80	-112.57	6.57	179.69	
73	-0.23	-0.92	-0.10	0.96	-112.59	9.60	175.63	
74	-0.13	-1.13	-0.17	1.15	-112.34	13.57	172.57	
75	-0.04	-1.05	-0.13	1.06	-112.12	14.60	171.80	
76	-0.22	-0.90	-0.06	0.93	-112.10	15.98	169.64	
77	-0.14	-0.98	-0.11	1.00	-112.18	17.07	168.75	
78	-0.08	-0.98	-0.09	0.98	-111.83	16.92	169.08	
79	-0.14	-1.02	-0.13	1.04	-111.44	16.12	169.25	
80	-0.15	-0.95	-0.11	0.97	-111.23	14.87	169.81	
81	-0.16	-0.96	-0.15	0.98	-111.01	12.92	171.09	
82	-0.12	-1.03	-0.09	1.04	-110.89	10.49	172.97	
83	-0.08	-0.90	-0.06	0.91	-110.51	6.94	175.90	
84	-0.06	-1.50	-0.66	1.63	-111.60	2.96	178.77	
85	0.01	-0.68	0.12	0.69	-111.55	6.56	177.16	
86	0.32	-0.58	-0.03	0.66	-111.34	6.52	178.45	
87	0.00	-1.35	-0.19	1.36	-110.86	2.97	179.93	
88	-0.18	-1.12	-0.09	1.14	-110.33	5.18	176.22	
89	0.13	-0.79	0.04	0.80	-110.37	3.31	177.48	
90	0.00	-1.03	0.02	1.03	-110.15	1.42	178.75	
91	0.01	-1.15	-0.11	1.15	-109.75	-1.09	179.94	
92	0.07	-1.03	-0.06	1.04	-109.52	-3.64	-178.04	
93	0.05	-0.91	-0.04	0.91	-109.24	-4.76	-177.37	
94	0.01	-0.98	-0.02	0.98	-108.96	-5.22	-178.03	
95	0.02	-1.06	-0.03	1.06	-108.02	-3.97	-179.68	
96	0.04	-1.02	-0.04	1.02	-107.19	-1.18	177.74	
97	0.09	-0.93	-0.02	0.93	-106.43	3.15	173.67	
98	0.09	-0.97	-0.04	0.97	-105.97	7.71	169.03	
99	-0.24	-1.28	-0.05	1.31	-105.15	13.64	162.81	
100	0.09	-1.08	-0.08	1.08	-105.44	16.95	159.48	
101	-0.10	-0.72	0.35	0.81	-103.30	8.35	162.58	
102	-0.33	-0.81	-0.15	0.89	-102.85	13.70	155.39	
103	-0.13	-1.38	-0.01	1.38	-102.85	12.74	155.81	
104	-0.18	-0.78	0.08	0.81	-102.53	16.38	150.12	
105	-0.25	-0.96	-0.09	1.00	-103.45	18.37	145.64	
106	-0.20	-0.96	-0.03	0.98	-103.56	20.02	142.63	
107	-0.16	-0.97	-0.05	0.99	-104.39	20.59	140.59	
108	-0.30	-0.99	-0.09	1.04	-105.44	21.64	137.73	
109	-0.24	-0.98	-0.08	1.02	-105.87	23.23	134.38	
110	-0.21	-0.99	-0.08	1.02	-105.97	24.47	132.18	
111	-0.26	-0.96	-0.11	1.00	-106.15	26.24	129.04	
112	-0.27	-0.91	-0.11	0.96	-106.28	28.20	125.86	
113	-0.27	-0.92	-0.14	0.97	-106.31	29.51	123.68	
114	-0.25	-0.95	-0.17	1.00	-105.92	28.88	123.82	
115	-0.18	-0.95	-0.21	0.99	-105.70	27.68	124.46	
116	-0.16	-0.97	-0.49	1.10	-107.24	23.59	127.42	
117	-0.19	-0.53	0.33	0.66	-107.32	26.25	125.32	
118	-0.03	-0.59	0.08	0.60	-114.79	18.84	130.33	
119	-0.12	-0.27	-0.10	0.31	-119.47	15.81	130.51	
120	-0.05	-0.46	-0.24	0.52	-124.88	12.54	132.50	
121	-0.27	-0.69	-0.28	0.79	-128.94	11.22	133.41	
122	-0.11	-0.68	-0.29	0.75	-128.74	11.18	134.65	
123	0.05	-1.13	-0.35	1.18	-129.07	12.30	134.24	
124	-0.20	-0.99	-0.38	1.08	-126.11	15.16	131.67	
125	-0.23	-1.02	-0.42	1.13	-123.62	20.46	126.92	
126	-0.02	-1.09	-0.23	1.12	-120.97	29.03	119.45	
127	-0.32	-1.07	-0.35	1.17	-118.87	42.34	107.73	
128	-0.59	-1.34	0.02	1.46	-118.18	61.83	93.88	
129	-0.91	-1.51	-0.62	1.87	-118.79	59.72	95.11	
130	-2.04	-1.03	-1.53	2.75	-116.74	65.87	89.33	
131	1.04	-0.27	2.49	2.71	-61.78	77.89	59.86	
132	-0.54	-0.04	0.54	0.77	-55.11	64.69	47.21	
133	-0.49	-0.14	0.30	0.60	-45.84	57.99	37.58	
134	-0.60	-0.30	0.87	1.10	-36.69	48.55	30.56	
135	-0.93	-0.09	0.89	1.29	-27.72	41.60	25.71	
136	-0.50	0.13	0.71	0.88	-18.92	34.42	23.18	
137	-0.46	0.91	1.70	1.98	-11.56	22.75	20.74	
138	0.33	0.50	0.53	0.79	-9.11	19.70	18.60	
139	-0.33	-0.54	0.82	1.03	-12.02	14.05	18.69	
140	0.16	0.98	1.52	1.81	-5.84	13.09	16.87	
141	-0.02	0.10	0.76	0.77	-7.40	10.73	18.98	
142	-0.05	-0.08	0.98	0.98	-8.38	10.54	18.80	
143	0.07	0.20	0.98	1.01	-7.37	10.57	18.15	
144	-0.02	-0.15	0.88	0.90	-8.75	11.79	18.00	
145	-0.18	-0.03	0.95	0.96	-8.73	12.37	17.38	
146	-0.23	-0.09	0.97	1.00	-9.46	12.99	16.41	
147	-0.34	-0.23	0.91	1.00	-10.78	14.47	15.96	
148	-0.30	-0.04	0.83	0.88	-10.54	15.65	16.06	
149	-0.26	-0.06	0.93	0.97	-10.48	16.00	15.89	
150	-0.28	-0.02	0.94	0.98	-11.11	16.16	15.70	
