Time	Ax	Ay	Az	Asum	gx	gy	gz
0	-0.07	-1.00	0.06	1.00	-85.08	49.61	45.97	
1	-0.07	-0.99	0.05	1.00	-85.47	54.75	51.20	
2	-0.06	-1.00	0.05	1.00	-85.81	59.66	56.17	
3	-0.06	-0.99	0.05	0.99	-86.04	64.79	61.35	
4	-0.06	-1.00	0.05	1.00	-86.19	69.69	66.26	
5	-0.06	-0.99	0.05	0.99	-86.27	74.02	70.58	
6	-0.07	-0.99	0.05	0.99	-86.33	78.35	74.88	
7	-0.09	-1.03	0.06	1.04	-86.38	81.45	77.89	
8	-0.08	-1.05	0.21	1.07	-87.42	68.62	64.08	
9	-0.17	-0.59	0.06	0.62	-83.86	31.63	27.43	
10	-0.10	-1.06	0.09	1.07	-85.06	41.68	37.69	
11	0.00	-0.98	0.11	0.99	-86.72	47.93	43.87	
12	-0.03	-1.05	0.03	1.05	-86.90	70.80	67.62	
13	0.00	-1.00	0.10	1.01	-86.91	80.04	77.63	
14	-0.04	-1.01	0.06	1.01	-93.40	86.31	91.70	
15	-0.06	-1.00	0.06	1.00	-93.74	77.74	100.63	
16	-0.04	-0.99	0.10	1.00	-93.75	75.00	103.56	
17	-0.07	-0.99	0.08	0.99	-93.91	67.43	111.03	
18	-0.09	-1.00	0.00	1.01	-94.37	55.73	122.38	
19	-0.10	-0.99	0.00	1.00	-94.75	48.16	129.38	
20	-0.10	-0.99	-0.04	1.00	-95.45	39.03	137.91	
21	-0.12	-1.00	-0.03	1.01	-95.85	35.78	140.56	
22	-0.14	-1.00	-0.03	1.01	-96.30	34.97	141.18	
23	-0.09	-0.99	-0.01	1.00	-96.43	34.26	141.87	
24	-0.07	-1.01	-0.02	1.01	-96.72	32.77	143.50	
25	-0.09	-0.98	-0.02	0.99	-97.04	31.44	145.36	
26	-0.10	-1.03	-0.06	1.03	-97.23	32.20	145.18	
27	-0.04	-0.97	-0.05	0.97	-97.34	31.65	146.62	
28	-0.02	-1.01	-0.02	1.01	-97.38	29.10	149.45	
29	0.02	-1.02	-0.05	1.02	-97.51	23.52	154.79	
30	0.04	-0.99	-0.03	0.99	-97.70	18.26	159.29	
31	0.03	-0.99	-0.01	0.99	-97.90	15.52	160.64	
32	-0.05	-0.99	-0.00	0.99	-98.18	14.95	159.53	
33	-0.08	-1.02	-0.05	1.02	-98.34	13.78	159.19	
34	-0.04	-1.03	-0.09	1.04	-98.60	10.44	161.61	
35	0.01	-1.02	-0.06	1.02	-98.56	6.62	165.03	
36	0.08	-1.01	-0.08	1.02	-98.61	-0.59	171.87	
37	0.03	-1.01	0.01	1.02	-98.24	-5.92	176.51	
38	0.08	-0.98	0.01	0.98	-97.85	-12.79	-177.26	
39	0.07	-0.99	0.03	0.99	-97.62	-18.98	-171.73	
40	0.05	-1.00	0.03	1.00	-97.48	-24.46	-166.91	
41	0.05	-1.01	-0.01	1.01	-97.70	-27.19	-164.51	
42	0.03	-0.98	-0.01	0.98	-97.94	-28.15	-163.60	
43	0.09	-0.95	0.02	0.95	-97.93	-29.86	-161.61	
44	0.15	-0.99	-0.01	1.01	-98.47	-29.94	-161.67	
45	0.07	-1.03	-0.02	1.03	-98.61	-28.96	-163.06	
46	0.07	-1.02	-0.04	1.02	-98.71	-28.97	-163.56	
47	0.03	-1.02	-0.04	1.02	-98.72	-28.15	-164.55	
48	0.09	-0.99	-0.03	0.99	-98.93	-26.43	-165.84	
49	0.10	-0.98	-0.01	0.99	-99.08	-24.31	-167.51	
50	0.11	-0.98	0.08	0.99	-98.48	-23.09	-168.19	
51	0.03	-1.04	0.02	1.04	-97.61	-18.05	-172.55	
52	-0.07	-1.09	-0.12	1.10	-97.62	-6.81	177.35	
53	0.08	-1.00	-0.05	1.01	-97.14	-3.11	174.54	
54	0.09	-1.05	-0.02	1.06	-96.60	-1.27	172.71	
55	-0.06	-1.03	-0.10	1.04	-96.99	5.25	166.24	
56	-0.13	-0.94	-0.08	0.96	-96.93	15.53	156.26	
57	-0.19	-0.95	-0.13	0.98	-97.93	26.88	145.71	
58	-0.18	-1.02	-0.19	1.05	-99.83	31.83	142.79	
59	-0.14	-0.99	-0.09	1.00	-101.41	36.26	140.27	
60	-0.20	-1.01	-0.14	1.04	-103.09	37.70	139.25	
61	-0.27	-0.94	-0.14	0.99	-104.67	38.74	137.89	
62	-0.28	-0.94	-0.11	0.98	-106.33	39.59	137.24	
63	-0.22	-0.94	-0.08	0.97	-107.30	40.67	137.00	
64	-0.20	-0.95	-0.08	0.98	-107.90	40.37	137.95	
65	-0.20	-0.95	-0.08	0.97	-108.21	39.61	139.16	
66	-0.15	-0.99	-0.07	1.00	-108.05	37.94	140.69	
